"max","facilityname","concatenatedaddress","inspectionstatus"
"2015-09-10 00:00:00","LOCKWOOD TEXACO MART","4400 LOCKWOOD DR HOUSTON TX 77026","PASS"
"2016-01-08 00:00:00","SUPER K FOOD STORE","9010 BEECHNUT HOUSTON TX 77036","PASS"
"2016-03-28 00:00:00","PANDA EXPRESS","7420 S SAM HOUSTON PKWY W HOUSTON TX 77085","PASS"
"2015-11-16 00:00:00","OTTO'S BBQ RESTAURANT","600 TRAVIS STE M-004 HOUSTON TX 77002","FAIL"
"2016-04-14 00:00:00","EASTERN CHINESE RESTAURANT","2100 W 34TH ST HOUSTON TX 77018","FAIL"
"2015-12-13 00:00:00","SUN COAST FOOD MARKET","5415 W AIRPORT BLVD HOUSTON TX 77035","PASS"
"2016-05-02 00:00:00","HARTZ CHICKEN","8247 LONG POINT HOUSTON TX 77055","PASS"
"2015-12-28 00:00:00","ELIS BAKERY AND PALETERIA","3732 ROMA ST HOUSTON TX 77080","FAIL"
"2016-04-26 00:00:00","TAQUERIA MARY #2 -  JALISCO","10401 JENSEN DR HOUSTON TX 77093","PASS"
"2015-11-30 00:00:00","TAQUERIA  LINDAVISTA","14104 HEMPSTEAD STE B HOUSTON TX 77040","FAIL"
"2016-01-21 00:00:00","BREAKAWAY SPEED AND SPORTS","8715 WEST LOOP SOUTH STE E HOUSTON TX 77096","PASS"
"2016-03-10 00:00:00","DIXIE MAID RESTAURANT","6800 LYONS HOUSTON TX 77020","PASS"
"2015-08-13 00:00:00","DOMINO'S PIZZA #6600","6741 AIRLINE HOUSTON TX 77076","PASS"
"2016-02-08 00:00:00","OSAKA JAPANESE RESTAURANT","515 WESTHEIMER STE E HOUSTON TX 77006","PASS"
"2016-04-07 00:00:00","SUBWAY #25311","4410 WESTWAY PARK STE 700 Houston TX 77041","PASS"
"2016-04-27 00:00:00","SHOP N GO","7800 ALMEDA HOUSTON TX 77054","PASS"
"2015-11-19 00:00:00","E&L FOOD LLC DBA THE LUCKY FIG","920 ELDRIDGE PKWY HOUSTON TX 77079","PASS"
"2016-01-06 00:00:00","MI PRINCESITA     -      JALISCO","7626 JENSEN DR HOUSTON TX 77093","PASS"
"2016-05-24 00:00:00","WENDY'S","16500 EL CAMINO REAL HOUSTON TX 77062","PASS"
"2015-09-03 00:00:00","TACO CABANA #250","13455 EAST  FWY HOUSTON TX 77015","FAIL"
"2015-08-02 00:00:00","SHRI SWAMINARAYAN TEMPLE","10080 SYNOTT RD SUGARLAND TX 77478","PASS"
"2015-11-18 00:00:00","LA DOLCE VITA CAFE","1201 LOUISIANA HOUSTON TX 77002","PASS"
"2016-05-31 00:00:00","NEXT DOOR FOOD MART","8402 N MAIN ST HOUSTON TX 77022","PASS"
"2015-07-18 00:00:00","BARNES & NOBLE CAFE #2582","3003 W HOLCOMBE HOUSTON TX 77025","PASS"
"2015-12-01 00:00:00","SENIOR SOCIAL CENTER","9347 RICHMOND AVE STE A -1 HOUSTON TX 77063","PASS"
"2015-09-02 00:00:00","DOUBLETREE GUEST SUITES GALLERIA HOUSTON","5353 WESTHEIMER RD HOUSTON TX 77056","PASS"
"2015-09-24 00:00:00","LAM BO","6159 WESTHEIMER RD HOUSTON TX 77057","PASS"
"2016-03-31 00:00:00","TIPPY'S","7117 N SHEPHERD HOUSTON TX 77091","FAIL"
"2015-11-18 00:00:00","JUNG DEUN JIB","10011 LONG POINT STE B HOUSTON TX 77055","PASS"
"2015-08-06 00:00:00","SUNMART #132","1110 N SAM HOUSTON PKWY WEST HOUSTON TX 77038","PASS"
"2015-09-21 00:00:00","ALL SAINTS CATHOLIC CHURCH","215 E 10TH HOUSTON TX 77008","PASS"
"2015-09-09 00:00:00","LIQUOR BARGAIN","8406 N HOUSTON ROSSLYN RD HOUSTON TX 77088-6415","PASS"
"2015-12-27 00:00:00","SUBWAY SANDWICH #50745","10400 S POST OAK STE C HOUSTON TX 77035","PASS"
"2016-03-29 00:00:00","EMERSON ELEMENTARY SCHOOL","9533 SKYLINE HOUSTON TX 77063","PASS"
"2015-12-10 00:00:00","TIMEWISE FOOD STORE # 258-05","2747 HIGHWAY 6 S HOUSTON TX 77082","PASS"
"2015-11-16 00:00:00","SCHLOTZSKY'S","9746 KATY FWY HOUSTON TX 77055","PASS"
"2016-02-24 00:00:00","HOUSTON BAKERY & CAFE","2435 FULTON    ST HOUSTON TX 77009","PASS"
"2016-02-17 00:00:00","RANDALL'S #1776","600 KINGWOOD  DR KINGWOOD TX 77339","PASS"
"2016-02-09 00:00:00","GOODLAND SUPER MKT MEAT","5409 LANGLEY HOUSTON TX 77016","PASS"
"2015-08-11 00:00:00","HOLY TRINITY DAY CARE","13207 ORLEANS HOUSTON TX 77015","PASS"
"2016-03-23 00:00:00","HOAGIE BURGER","6601 DIXIE HOUSTON TX 77087","PASS"
"2016-05-17 00:00:00","STOVALL ACADEMY","3025 ELLINGTON HOUSTON TX 77088","PASS"
"2016-05-24 00:00:00","IMPACT HOUSTON CHURCH OF CHRIST","1704 WEBER HOUSTON TX 77007","PASS"
"2016-06-30 00:00:00","BUFFALO WILD WINGS # 443","17195 TOMBALL PKWY STE 4A HOUSTON TX 77064","PASS"
"2015-07-17 00:00:00","NEW COVENANT C.C. DAY CARE","10603 BLACKHAWK STE A HOUSTON TX 77089","PASS"
"2016-04-27 00:00:00","GIFTED AND TALENTED KIDS ACADEMY DAYCARE","14551 CULLEN BLVD STE B HOUSTON TX 77047","PASS"
"2015-12-29 00:00:00","NEW  THANH RESTAURANT","10618 CLAY RD HOUSTON TX 77041","PASS"
"2015-08-06 00:00:00","RASPADO XPERTS","6637 LONG POINT RD STE B HOUSTON TX 77055","PASS"
"2016-06-22 00:00:00","TAQUERIA MI CHARRO","6707 HARRISBURG HOUSTON TX 77011","PASS"
"2016-04-21 00:00:00","EL PAPIRRINN  -  SELLER'S BROS","8011 ELVERA DR HOUSTON TX 77012","PASS"
"2015-10-16 00:00:00","TACOS LUCAZ   -   TX #2","9620 LONG POINT RD HOUSTON TX 77055","FAIL"
"2015-12-19 00:00:00","DIM SUM KING","9160 BELLAIRE STE B HOUSTON TX 77036","PASS"
"2015-10-06 00:00:00","THE LUNCH BOX","11011 RICHMOND STE 115 HOUSTON TX 77042","PASS"
"2016-03-25 00:00:00","SHELL FOOD MART","11778 CLAY  RD HOUSTON TX 77043","PASS"
"2016-04-06 00:00:00","MASTER CHEF CATERING","1830 HIGHWAY  6 SOUTH STE A HOUSTON TX 77077","PASS"
"2015-12-14 00:00:00","FUDDRUCKERS","1100 LOUISIANA ST STE T80 HOUSTON TX 77002","PASS"
"2015-08-26 00:00:00","SMITH & WOLLENSKY","4007 WESTHEIMER HOUSTON TX 77027","PASS"
"2016-06-30 00:00:00","TACONMADRE   -    EL GUERO","905 EDGEBROOK HOUSTON TX 77034","PASS"
"2015-12-02 00:00:00","HEMPSTEAD  MART","14632 HEMPSTEAD RD HOUSTON TX 77040","PASS"
"2016-03-22 00:00:00","SUBWAY","5270 GRIGGS RD HOUSTON TX 77021","PASS"
"2015-10-31 00:00:00","TOMAS BAKERY","9756 BAUMAN HOUSTON TX 77076","FAIL"
"2015-09-16 00:00:00","BUCA DI BEPPO","5192 BUFFALO SPEEWAY HOUSTON TX 77005","PASS"
"2016-06-06 00:00:00","ON THE GO MART","8901 HOWARD HOUSTON TX 77017","PASS"
"2015-11-24 00:00:00","DONERAKI","2903 WOODRIDGE STE 300 HOUSTON TX 77087","FAIL"
"2015-09-02 00:00:00","NAM NOODLES AND MORE","1915 W GRAY ST STE A HOUSTON TX 77019","PASS"
"2016-03-01 00:00:00","OFFICE DEPOT # 02809","1401 NORTH LOOP WEST HOUSTON TX 77008","PASS"
"2016-02-18 00:00:00","ELSIK HIGH SCHOOL","12601 HIGH STAR HOUSTON TX 77072","PASS"
"2016-03-31 00:00:00","SAM'S GROCERY","15743 LEE RD HOUSTON TX 77032-2600","PASS"
"2015-07-31 00:00:00","NIT NOI CAFE","4703 RICHMOND AVE STE A HOUSTON TX 77027-6616","PASS"
"2016-05-27 00:00:00","TACO CABANA #343","167 YALE ST HOUSTON TX 77007","PASS"
"2015-11-17 00:00:00","CYCLONE ANAYA'S MEXICAN KITCHEN","5214 MORNINGSIDE DR HOUSTON TX 77005","PASS"
"2015-11-25 00:00:00","ANTOINE CITGO MINI MART","2099 ANTOINE HOUSTON TX 77055","PASS"
"2015-10-08 00:00:00","BROTHER'S MART #2","1010 EDGEBROOK HOUSTON TX 77034","PASS"
"2015-09-23 00:00:00","DENNY'S #7792","12697 GESSNER HOUSTON TX 77064","PASS"
"2016-01-25 00:00:00","NEW COVENANT C.C. DAY CARE","10603 BLACKHAWK STE A HOUSTON TX 77089","PASS"
"2015-10-22 00:00:00","HOME FOODS","9801 BISSONNET STE U HOUSTON TX 77036","PASS"
"2016-04-14 00:00:00","LA HACIENDA MEXICAN RESTAURANT","1431 W 26TH ST HOUSTON TX 77008","FAIL"
"2016-02-02 00:00:00","DOLLAR TREE #417","5360 W 34TH HOUSTON TX 77092","PASS"
"2015-10-22 00:00:00","LUTHERAN SOUTH ACADEMY","12555 RYEWATER HOUSTON TX 77089","PASS"
"2015-11-05 00:00:00","TAQUERIA MORALES","802 76TH HOUSTON TX 77012","PASS"
"2015-09-02 00:00:00","LA MICHOACANA MEAT MARKET #12","4717 TELEPHONE HOUSTON TX 77087","PASS"
"2016-02-10 00:00:00","NY DELI & MARKET","12941 NORTH  FWY STE 108 HOUSTON TX 77060","PASS"
"2015-09-02 00:00:00","RICE COFFEE HOUSE","6100 MAIN HOUSTON TX 77004","PASS"
"2016-04-26 00:00:00","THURGOOD MARSHALL ELEMENTARY","6200 WINFIELD RD HOUSTON TX 77050","FAIL"
"2016-05-17 00:00:00","MRS. DONUTS","14765 MEMORIAL DR HOUSTON TX 77079","PASS"
"2015-08-06 00:00:00","CHURCH'S CHICKEN","3501 JENSEN HOUSTON TX 77026-3509","PASS"
"2016-04-13 00:00:00","IHOP","197 GREENS  RD HOUSTON TX 77060","PASS"
"2016-03-19 00:00:00","NEVON FOOD","8902 AIRPORT  BLVD HOUSTON TX 77061","PASS"
"2015-12-28 00:00:00","MIDTOWN DRINKERY","2416 BRAZOS ST STE A HOUSTON TX 77006","PASS"
"2015-12-16 00:00:00","STEP N GO","8602 RICHMOND  AVE HOUSTON TX 77063","PASS"
"2015-10-26 00:00:00","WINKLER FOOD MART","8353 WINKLER DR HOUSTON TX 77017","PASS"
"2016-05-31 00:00:00","888 CHINESE RESTAURANT","12346 GULF FWY HOUSTON TX 77034","PASS"
"2016-01-07 00:00:00","SAYAD GRILL","12225 WESTHEIMER RD STE H HOUSTON TX 77077","PASS"
"2016-05-24 00:00:00","BONHAM ELEMENTARY","8302 BRAES RIVER HOUSTON TX 77074","PASS"
"2016-05-23 00:00:00","CARRABBA'S ITALIAN GRILL","11339 KATY  FWY HOUSTON TX 77079","PASS"
"2015-10-12 00:00:00","THE FRENCH CORNER CATERING","1104 OLD SPANISH TRAIL HOUSTON TX 77054","PASS"
"2016-01-19 00:00:00","ROSS DRESS FOR LESS # 754","8200 KIRBY DR HOUSTON TX 77054","PASS"
"2015-12-15 00:00:00","WHEATLEY HIGH (4801 Providence Entrance)","4900 MARKET ST HOUSTON TX 77020","PASS"
"2016-02-23 00:00:00","JUMMA FOOD SUSHI PLACE","1302 BLALOCK RD STE FC4 HOUSTON TX 77055","PASS"
"2015-08-21 00:00:00","TAQUERIA  LINDAVISTA","14104 HEMPSTEAD STE B HOUSTON TX 77040","PASS"
"2015-10-06 00:00:00","SPRING FOREST MIDDLE SCHOOL","14240 MEMORIAL DR HOUSTON TX 77079","PASS"
"2016-06-21 00:00:00","GUAD TEXAS CHEF-MEX","2925 SOUTHWEST FWY HOUSTON TX 77098","PASS"
"2016-03-23 00:00:00","SIDEWALK CAFE(MRS. LEE KITCHEN)","777 WALKER STE M130 HOUSTON TX 77002","PASS"
"2015-08-04 00:00:00","SAMMY'S BAKERY","11331 BISSONNET HOUSTON TX 77099","PASS"
"2016-03-22 00:00:00","OSTIONERIA MICHOACAN # 11","5819 GULF FWY STE 900 HOUSTON TX 77023","PASS"
"2015-08-22 00:00:00","TACOS LA BALA #2","5800 BELLAIRE STE 1-141 HOUSTON TX 77081","PASS"
"2016-04-05 00:00:00","LA MICHOACANA MEAT MARKET# 66","8908 MESA DR HOUSTON TX 77028","PASS"
"2016-03-16 00:00:00","BEN THANH FOOD MARKET","10998 FUQUA ST HOUSTON TX 77089","PASS"
"2015-09-24 00:00:00","DUNKIN DONUTS","1525 BAY AREA BLVD HOUSTON TX 77058","PASS"
"2016-04-13 00:00:00","TIME SQUARE  FUEL DEPOT","14647 S MAIN HOUSTON TX 77035","PASS"
"2016-02-02 00:00:00","BORGO FOOD STATION","3641 W ALABAMA HOUSTON TX 77027","PASS"
"2015-09-30 00:00:00","MV BURGER BARN","5503 PINEMONT DR HOUSTON TX 77092-2619","FAIL"
"2016-02-15 00:00:00","SKEETER'S","5529 WESLAYAN HOUSTON TX 77005","PASS"
"2015-08-14 00:00:00","SARA'S (BED AND BREAKFAST)","941 HEIGHTS  BLVD HOUSTON TX 77008","PASS"
"2016-03-04 00:00:00","THE CADDY SHACK","1809 WASHINGTON AVE HOUSTON TX 77007","PASS"
"2015-07-13 00:00:00","BEST HANDI STOP","3543 OAK FOREST HOUSTON TX 77018","PASS"
"2016-02-08 00:00:00","PINK'S PIZZA","1403 HEIGHTS BLVD HOUSTON TX 77008","PASS"
"2016-01-12 00:00:00","STOP & GONE","6405 ANTOINE  DR STE 17 HOUSTON TX 77091","PASS"
"2016-01-06 00:00:00","GREENSPOINT PHARMACY","165 GREENS RD HOUSTON TX 77060","PASS"
"2015-10-23 00:00:00","ZOE'S KITCHEN","12850 MEMORIAL DR STE 1120 HOUSTON TX 77024","PASS"
"2016-02-18 00:00:00","TABLE 7 BISTRO","720 FANNIN ST STE A HOUSTON TX 77002","PASS"
"2016-01-26 00:00:00","MOON ROOSTER  -    Garcia Bros.","1001 BISSONNET ST HOUSTON TX 77005","PASS"
"2015-10-21 00:00:00","IMPERIO BALLROOM","55 COOPER  RD HOUSTON TX 77076","PASS"
"2016-05-20 00:00:00","TAQUERIA GUERRERENCE  -   TEXAS","7414 LONG POINT HOUSTON TX 77055","FAIL"
"2015-11-18 00:00:00","PHOENECIA'S DELI","12151 WESTHEIMER RD STE P HOUSTON TX 77077","PASS"
"2016-03-16 00:00:00","CORONADO CLUB","919 MILAM STE 500 HOUSTON TX 77002","PASS"
"2015-12-09 00:00:00","BREWINGZ SPORTS BAR AND GRILL","1126 SILBER HOUSTON TX 77055","PASS"
"2015-07-30 00:00:00","ROTISSERIE & GRILL","1225 N LOOP WEST STE 118 HOUSTON TX 77008","PASS"
"2015-10-22 00:00:00","TAQUERIA MAYA QUICHE - TEX STAR (PM)","4212 WASHINGTON HOUSTON TX 77007","PASS"
"2015-11-05 00:00:00","CAFE PAPPADEAUX","2410 RICHMOND HOUSTON TX 77006","PASS"
"2016-03-17 00:00:00","TAQUERIA ARMENTAS","14364 S POST OAK HOUSTON TX 77045","FAIL"
"2015-08-28 00:00:00","BEST PERSONAL CARE FACILITY","7741 TANGLEWILDE HOUSTON TX 77036","PASS"
"2016-01-21 00:00:00","VICTORIA'S SECRET # 639","2414 UNIVERSITY BLVD STE 3-A HOUSTON TX 77005","PASS"
"2015-12-15 00:00:00","LITTLE CAFE","50 BRIAR HOLLOW STE 298W HOUSTON TX 77027","PASS"
"2015-08-04 00:00:00","FOOD LAND #1 MEAT MKT","9001 JENSEN HOUSTON TX 77093","PASS"
"2016-01-13 00:00:00","SNAP KITCHEN #8","500 DALLAS STE T 11 HOUSTON TX 77002","PASS"
"2015-10-28 00:00:00","LA CURVA ICE HOUSE","8902 1/2 SPRING BRANCH HOUSTON TX 77080","PASS"
"2016-01-20 00:00:00","DAIRY DREAM","6109 HIRSCH HOUSTON TX 77026","FAIL"
"2015-10-14 00:00:00","EL TIEMPO CANTINA NAVIGATION","2814 NAVIGATION HOUSTON TX 77003","FAIL"
"2015-12-21 00:00:00","IBUN  BAKERY","9600 BELLAIRE STE 109 HOUSTON TX 77036","PASS"
"2015-11-12 00:00:00","MARCO'S MEXICAN BAR & GRILL","8216 KIRBY  DR HOUSTON TX 77054","PASS"
"2016-02-23 00:00:00","TACOS SARITA'S     -      PALACIOS","7705 CHANNELSIDE ST HOUSTON TX 77012","PASS"
"2015-08-27 00:00:00","LECHNER'S RESTAURANT","2503 S GESSNER HOUSTON TX 77063","PASS"
"2015-12-18 00:00:00","MALI'S DELI","7333 NORTH  FWY STE 112 HOUSTON TX 77076","PASS"
"2015-09-23 00:00:00","MEYERLAND MS","10410 MANHATTAN HOUSTON TX 77096","PASS"
"2016-03-23 00:00:00","FACTORY 2 - U #688","8006 S GESSNER RD HOUSTON TX 77036","PASS"
"2016-01-14 00:00:00","BURGER  KING # 15740","3009 COLLINGSWORTH ST HOUSTON TX 77026","PASS"
"2015-08-27 00:00:00","SCHLOTZSKY'S","9746 KATY FWY HOUSTON TX 77055","PASS"
"2015-12-29 00:00:00","UNIVERSITY SHELL","3505 GULF FWY HOUSTON TX 77033","FAIL"
"2015-08-17 00:00:00","NIRVANA INDIAN CUISINE","14545 MEMORIAL DR HOUSTON TX 77079","PASS"
"2016-03-25 00:00:00","HOMEWOOD SUITES BY HILTON WESTCHASE","2424 ROGERDALE HOUSTON TX 77042","PASS"
"2016-04-02 00:00:00","SHIPLEY DONUTS","11431 AIRLINE DR HOUSTON TX 77037-1119","PASS"
"2016-01-07 00:00:00","WHATABURGER #670","3797 SOUTHWEST  FWY HOUSTON TX 77027","PASS"
"2015-12-10 00:00:00","CHURRASCO CHAMPION","7877 WILLOWCHASE BLVD HOUSTON TX 77070","PASS"
"2015-08-06 00:00:00","US EXPRESS  #1 (Valero Gasolne)","1177 GREENS RD HOUSTON TX 77060","PASS"
"2016-05-10 00:00:00","SUBWAY","3804 LITTLE YORK HOUSTON TX 77093","PASS"
"2016-03-13 00:00:00","EXPRESS MART #11","5130 WOODWAY DR HOUSTON TX 77056","PASS"
"2016-02-19 00:00:00","BURGER KING #67","1002 WESTHEIMER RD HOUSTON TX 77006-2725","PASS"
"2015-08-27 00:00:00","OLIVE GARDEN #1803","9750 KATY  FWY HOUSTON TX 77055","PASS"
"2016-01-05 00:00:00","PARADISE GIFTS","2800 POST OAK BLVD STE A-003 HOUSTON TX 77056","PASS"
"2016-06-13 00:00:00","MEXICANOS TAQUERIA","9350 FUQUA STE A HOUSTON TX 77075","PASS"
"2016-05-25 00:00:00","MCDONALD'S #6850","185 WEST  RD HOUSTON TX 77037","PASS"
"2015-10-23 00:00:00","AUNT BEA'S RESTAURANT","5422 NORTH FWY HOUSTON TX 77076","PASS"
"2016-03-15 00:00:00","PHO-JITA FUSION        -    Texas #2","4740 DACOMA ST HOUSTON TX 77040","PASS"
"2016-01-29 00:00:00","HOBBIT CAFE'","2243 RICHMOND AVE HOUSTON TX 77098","PASS"
"2015-10-21 00:00:00","QUAN DI TU","8200 WILCREST STE 11 HOUSTON TX 77072","PASS"
"2016-02-03 00:00:00","THE VILLAGE ON AUGUSTA","1600 AUGUSTA DR HOUSTON TX 77057","PASS"
"2015-11-13 00:00:00","TACOS ARCELIA  #2 -  TEXAS #2","4308 STEFANI LN HOUSTON TX 77080","PASS"
"2016-05-14 00:00:00","MAMAK MALAYSIAN RESTAURANT","9889 BELLAIRE BLVD STE D-238 HOUSTON TX 77036","FAIL"
"2016-04-29 00:00:00","CHEF ENRIQUE","11205 BEECHNUT ST HOUSTON TX 77072","PASS"
"2015-10-14 00:00:00","TAQUERIA LA MORENITA #3","2719 S RICHEY HOUSTON TX 77017","PASS"
"2016-03-15 00:00:00","KHYBER NORTH INDIAN GRILL","2510 RICHMOND HOUSTON TX 77098","PASS"
"2016-02-17 00:00:00","R & M FOOD STORE","3205 NOBLE ST HOUSTON TX 77026-7054","PASS"
"2015-10-06 00:00:00","MACHUPICHU-EL GUERO","912 N BROADWAY HOUSTON TX 77034","PASS"
"2016-04-27 00:00:00","KLEIN HEAD START","6447 PRESTWOOD HOUSTON TX 77081","PASS"
"2016-06-23 00:00:00","GOURMET SANDWICH","4151 SOUTHWEST FWY STE 100 HOUSTON TX 77098","PASS"
"2015-07-09 00:00:00","NAPOLI","5551 RICHMOND HOUSTON TX 77056","PASS"
"2016-02-04 00:00:00","STARBUCKS COFFEE #6320","2050 W GRAY HOUSTON TX 77019","PASS"
"2016-05-04 00:00:00","LOS CUCOS MEXICAN CAFE","10690 NORTHWEST  FWY HOUSTON TX 77092","PASS"
"2015-08-26 00:00:00","KIPP NORTHEAST HIGH SCHOOL","9680 MESA DR HOUSTON TX 77078","PASS"
"2015-12-17 00:00:00","B & W MEAT GROCERY","4801 N SHEPHERD HOUSTON TX 77018","PASS"
"2016-02-18 00:00:00","SUNNY'S FOOD STORE","4637 W 34  TH ST HOUSTON TX 77092","PASS"
"2015-08-18 00:00:00","BOMBAY PIZZA CO.","914 MAIN ST STE 105 HOUSTON TX 77002","PASS"
"2016-02-01 00:00:00","KIM SON CAFE","12311 KINGSRIDE LN HOUSTON TX 77024","PASS"
"2016-05-10 00:00:00","PAPPAS BAR B - Q","12424 EAST FWY HOUSTON TX 77015","PASS"
"2015-08-24 00:00:00","PHO 21","5700 S GESSNER DR STE C HOUSTON TX 77036-1635","PASS"
"2016-02-17 00:00:00","METRO MART","6010 W TIDWELL RD STE A HOUSTON TX 77092","PASS"
"2016-01-05 00:00:00","FONDREN FOOD MART","12150 FONDREN HOUSTON TX 77035","PASS"
"2016-02-16 00:00:00","CHURCH'S #1486","10803 BISSONNET HOUSTON TX 77099","PASS"
"2015-07-29 00:00:00","LIBERTY KITCHEN","1050 STUDEWOOD HOUSTON TX 77008","PASS"
"2015-09-02 00:00:00","MURPHY'S DELI","574 CHIMNEY ROCK HOUSTON TX 77057","PASS"
"2015-07-14 00:00:00","DENNY'S #7792","12697 GESSNER HOUSTON TX 77064","FAIL"
"2016-06-14 00:00:00","SWEET P CAFE AND CATERING","14023 S POST OAK STE A HOUSTON TX 77047","PASS"
"2015-10-28 00:00:00","TRISH BIDA","11130 BEECHNUT STE A HOUSTON TX 77072","PASS"
"2015-07-02 00:00:00","ANDERSON FAIR","2007 GRANT HOUSTON TX 77006","PASS"
"2015-07-08 00:00:00","YEN JING CHINESE RESTAURANT","17375 STATE HIGHWAY 249 STE 2K HOUSTON TX 77064","PASS"
"2015-10-02 00:00:00","FROESCHL'S","24475 SUNDANCE SPRING  DR PORTER TX 77365","PASS"
"2015-08-04 00:00:00","SUBWAY","2575 DAIRY ASHFORD STE J HOUSTON TX 77077","PASS"
"2015-12-28 00:00:00","NEIGHBOR'S KITCHEN FEILONG","4410 WESTWAY PARK  BLVD STE HOUSTON TX 77041","FAIL"
"2015-10-16 00:00:00","EATFITTERS","12351 KINGSRIDE HOUSTON TX 77024","PASS"
"2015-07-14 00:00:00","PLAY PALACE","4814 ANDERSON  RD HOUSTON TX 77053","PASS"
"2015-11-17 00:00:00","DELI DELUXE","1600 SMITH STE 275 HOUSTON TX 77002","PASS"
"2015-09-16 00:00:00","SUBWAY SANDWICH","2920 TIDWELL STE A HOUSTON TX 77093","PASS"
"2015-11-18 00:00:00","SOUTHWEST MULTI PURPOSE CENTER","6400 HIGH STAR HOUSTON TX 77074","PASS"
"2015-11-17 00:00:00","THE EGG AND I","4938 BEECHNUT HOUSTON TX 77096","PASS"
"2015-08-25 00:00:00","MINLAND INC.","10525 ROCKLEY  STE A8 HOUSTON TX 77099","PASS"
"2016-02-04 00:00:00","DOUBLETREE GUEST SUITES GALLERIA HOUSTON","5353 WESTHEIMER RD HOUSTON TX 77056","PASS"
"2015-08-25 00:00:00","ELSIK 9TH GRADE CENTER","6767 DAIRY ASHFORD HOUSTON TX 77072","PASS"
"2016-05-10 00:00:00","MCCARTY FOOD MART (Valero Gasoline)","8899 NORTH LOOP EAST HOUSTON TX 77029","PASS"
"2015-07-09 00:00:00","SUBWAY # 26801","6401 WOODWAY HOUSTON TX 77057","PASS"
"2015-11-16 00:00:00","NINFAS EXPRESS","600 TRAVIS STE 7A HOUSTON TX 77002","PASS"
"2015-09-29 00:00:00","GARBANZOS MEDITERRANEAN GRILL","947 GESSNER STE A165 HOUSTON TX 77024","PASS"
"2016-02-16 00:00:00","A LA CHATEAU CENTER","6955 ALMEDA HOUSTON TX 77021","PASS"
"2015-10-12 00:00:00","EINSTEIN'S BROS. BAGELS","5525 WESLAYAN HOUSTON TX 77005","PASS"
"2016-05-11 00:00:00","THE FLAT","1701 COMMONWEALTH HOUSTON TX 77006","PASS"
"2016-03-01 00:00:00","HANDI STOP #102 (Shell Gasoline)","9009 CLINTON DR HOUSTON TX 77029","PASS"
"2015-07-16 00:00:00","LA PETITE ACADEMY","225 BENMAR HOUSTON TX 77060","PASS"
"2015-11-05 00:00:00","N & A SERVICE STATION","7450  GALVESTON RD HOUSTON TX 77034","PASS"
"2016-05-09 00:00:00","HIGH TOWER CAFE#6","5599 SAN FELIPE STE 120 HOUSTON TX 77056","PASS"
"2016-02-25 00:00:00","PHO SAIGON VIETNAMESE NOODLE","2808 MILAM STE D HOUSTON TX 77006","FAIL"
"2015-12-19 00:00:00","ZOE'S KITCHEN","5779 SAN FELIPE HOUSTON TX 77057","PASS"
"2016-05-13 00:00:00","EL SOL DE MONTERREY #2 - PALACIOS","4318 TELEPHONE RD HOUSTON TX 77087","PASS"
"2016-03-30 00:00:00","CIRCLE Y FOOD STORE","209 S 75TH ST HOUSTON TX 77011","PASS"
"2015-07-14 00:00:00","BLAZE PIZZA","9650 WESTHEIMER RD STE 1000 HOUSTON TX 77063","PASS"
"2015-09-28 00:00:00","LEE'S FRIED CHICKEN & DONUTS","601 HEIGHTS    ST HOUSTON TX 77004","PASS"
"2016-02-22 00:00:00","ROMA'S PIZZA","233 MAIN HOUSTON TX 77002","PASS"
"2016-03-21 00:00:00","BAYOU CITY WINGS","12804 GULF FWY STE 100 HOUSTON TX 77034","FAIL"
"2016-03-09 00:00:00","SHEPHERD FOOD MART","5701 N SHEPHERD STE A HOUSTON TX 77091","PASS"
"2016-02-17 00:00:00","PILGRIM ELEMENTARY SCHOOL","6302 SKYLINE HOUSTON TX 77057","PASS"
"2015-12-29 00:00:00","THE ISLES ICE HOUSE","1515 PEASE STE A HOUSTON TX 77002","PASS"
"2016-03-07 00:00:00","PHO SAIGON VIETNAMESE NOODLE","2808 MILAM STE D HOUSTON TX 77006","PASS"
"2016-05-10 00:00:00","TEJANO CENTER HOUSING","6901 BROWNWOOD HOUSTON TX 77020","PASS"
"2015-09-21 00:00:00","JACK IN THE BOX # 3619","3220 MONTROSE HOUSTON TX 77006","PASS"
"2015-10-08 00:00:00","ALLISON FOOD MART","4130 ALLISON RD STE B HOUSTON TX 77048","PASS"
"2016-01-11 00:00:00","MCDONALDS #4424","13402 ALMEDA RD HOUSTON TX 77053","PASS"
"2015-08-25 00:00:00","BEAR CREEK LITTLE LEAGUE","3535 WAR MEMORIAL DR HOUSTON TX 77084","PASS"
"2015-11-22 00:00:00","RUCHI'S EL RINCON DE MEXICO GRILL #9","6410 WESTHEIMER RD HOUSTON TX 77057","PASS"
"2015-10-14 00:00:00","CHEVRON","3655 W OREM HOUSTON TX 77045","PASS"
"2015-08-26 00:00:00","ASIA MARKET","4822 FULTON HOUSTON TX 77009","PASS"
"2015-11-09 00:00:00","WAFFLE HOUSE #1513","7106 WILL CLAYTON  PKWY HUMBLE TX 77396","PASS"
"2015-09-22 00:00:00","D'MARCOS PIZZERIA","14642 MEMORIAL HOUSTON TX 77079","PASS"
